product_id,product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,savings,processed_at,brand,product_type,length,color,features,category_L1,category_L2,category_L3,category_L4,category_L5,product_name_clean
B0B61DSF17,beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale | Weight Machine With Back light LCD Display | White |10 kg | 2 Year Warranty |,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,199,1999,90,3.7,2031,1800,13-04-2026 18:32,beatXP,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,DigitalKitchenScales,Unknown,beatXP Kitchen Scale Multipurpose Portable Electronic Digital Weighing Scale  Weight Machine With Back light LCD Display  White 10 kg  2 Year Warranty
B07VQGVL68,Glun Multipurpose Portable Electronic Digital Weighing Scale Weight Machine (10 Kg - with Back Light),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,293,499,41,3.9,44994,206,13-04-2026 18:32,Glun,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,DigitalKitchenScales,Unknown,Glun Multipurpose Portable Electronic Digital Weighing Scale Weight Machine 10 Kg  with Back Light
B01GFTEV5Y,Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1699,3193,47,3.8,54032,1494,13-04-2026 18:32,Pigeon,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,InductionCooktop,Unknown,Pigeon by Stovekraft Cruise 1800 watt Induction Cooktop Black
B08KDBLMQP,"Croma 500W Mixer Grinder with 3 Stainless Steel Leak-proof Jars, 3 speed & Pulse function, 2 years warranty (CRAK4184, White & Purple)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,1290,2500,48,4,6530,1210,13-04-2026 18:32,Croma,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Croma 500W Mixer Grinder with 3 Stainless Steel Leakproof Jars 3 speed  Pulse function 2 years warranty CRAK4184 White  Purple
B09X5C9VLK,"Lifelong LLMG23 Power Pro 500-Watt Mixer Grinder with 3 Jars (Liquidizing, Wet Grinding and Chutney Jar), Stainless Steel blades, 1 Year Warranty (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,1299,3500,63,3.8,44050,2201,13-04-2026 18:32,Lifelong,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Lifelong LLMG23 Power Pro 500Watt Mixer Grinder with 3 Jars Liquidizing Wet Grinding and Chutney Jar Stainless Steel blades 1 Year Warranty Black
B00HVXS7WC,"Bajaj Rex 500W Mixer Grinder with Nutri-Pro Feature, 3 Jars, White",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,1999,3210,38,4.2,41349,1211,13-04-2026 18:32,Bajaj,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Bajaj Rex 500W Mixer Grinder with NutriPro Feature 3 Jars White
B00YMJ0OI8,Prestige PIC 20 1600 Watt Induction Cooktop with Push button (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2148,3645,41,4.1,31388,1497,13-04-2026 18:32,Prestige,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,InductionCooktop,Unknown,Prestige PIC 20 1600 Watt Induction Cooktop with Push button Black
B09J2SCVQT,NutriPro Juicer Mixer Grinder - Smoothie Maker - 500 Watts (3 Jars 2 Blades),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,1969,5000,61,4.1,4927,3031,13-04-2026 18:32,NutriPro,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,JuicerMixerGrinders,Unknown,NutriPro Juicer Mixer Grinder  Smoothie Maker  500 Watts 3 Jars 2 Blades
B0832W3B7Q,Pigeon By Stovekraft ABS Plastic Acer Plus Induction Cooktop 1800 Watts With Feather Touch Control - Black,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1799,3595,50,3.8,9791,1796,13-04-2026 18:32,Pigeon,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,InductionCooktop,Unknown,Pigeon By Stovekraft ABS Plastic Acer Plus Induction Cooktop 1800 Watts With Feather Touch Control  Black
B07DGD4Z4C,"Butterfly Jet Elite Mixer Grinder, 750W, 4 Jars (Grey)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3499,5795,40,3.9,25340,2296,13-04-2026 18:32,Butterfly,Other,Not Available,Grey,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Butterfly Jet Elite Mixer Grinder 750W 4 Jars Grey
B07GMFY9QM,"SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking, Boiling and Frying (400 Watts, Blue)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,379,999,62,4.3,3096,620,13-04-2026 18:32,SOFLIN,Other,Not Available,Blue,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,EggBoilers,Unknown,SOFLIN Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming Cooking Boiling and Frying 400 Watts Blue
B07S851WX5,"Prestige Sandwich Maker PGMFD 01, Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,1299,1299,0,4.2,40106,0,13-04-2026 18:32,Prestige,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,SandwichMakers,Unknown,Prestige Sandwich Maker PGMFD 01 Black
B00W56GLOQ,"Wonderchef Nutri-blend Mixer, Grinder & Blender | Powerful 400W 22000 RPM motor | Stainless steel Blades | 2 unbreakable jars | 2 Years warranty | Online recipe book by Chef Sanjeev Kapoor | Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,2699,5000,46,4,26164,2301,13-04-2026 18:32,Wonderchef,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,JuicerMixerGrinders,Unknown,Wonderchef Nutriblend Mixer Grinder  Blender  Powerful 400W 22000 RPM motor  Stainless steel Blades  2 unbreakable jars  2 Years warranty  Online recipe book by Chef Sanjeev Kapoor  Black
B01M5B0TPW,Borosil Chef Delite BCH20DBB21 300-Watt Chopper (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1819,2490,27,4.4,7946,671,13-04-2026 18:32,Borosil,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MiniFoodProcessors&Choppers,Unknown,Borosil Chef Delite BCH20DBB21 300Watt Chopper Black
B08CFJBZRK,Prestige IRIS Plus 750 watt mixer grinder,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249,6295,48,3.8,14062,3046,13-04-2026 18:32,Prestige,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Prestige IRIS Plus 750 watt mixer grinder
B07H3WDC4X,"Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying 400 W (Blue, Pink)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,349,999,65,4,15646,650,13-04-2026 18:32,Simxen,Other,Not Available,Blue,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,EggBoilers,Unknown,Simxen Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming Cooking Also Boiling and Frying 400 W Blue Pink
B0949FPSFY,"Bulfyss Stainless Steel Digital Kitchen Weighing Scale & Food Weight Machine for Diet, Nutrition, Health, Fitness, Baking & Cooking (5Kgs, Stainless Steel, 2 Years Warranty)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,799,1999,60,4.1,2162,1200,13-04-2026 18:32,Bulfyss,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,DigitalKitchenScales,Unknown,Bulfyss Stainless Steel Digital Kitchen Weighing Scale  Food Weight Machine for Diet Nutrition Health Fitness Baking  Cooking 5Kgs Stainless Steel 2 Years Warranty
B08F47T4X5,"VR 18 Pcs - 3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large, Medium, Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer (Set of 18, Multi-Color) (Multicolor)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,89,89,0,4.2,19621,0,13-04-2026 18:32,VR,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,VacuumSealers,Unknown,VR 18 Pcs  3 Different Size Plastic Food Snack Bag Pouch Clip Sealer Large Medium Small Plastic Snack Seal Sealing Bag Clips Vacuum Sealer Set of 18 MultiColor Multicolor
B00A7PLVU6,Orpat HHB-100E WOB 250-Watt Hand Blender (White),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,753,899,16,4.2,18462,146,13-04-2026 18:32,Orpat,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,HandBlenders,Unknown,Orpat HHB100E WOB 250Watt Hand Blender White
B0B25DJ352,"GILTON Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming, Cooking Also Boiling and Frying, Multi Color",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,353,1199,71,4.3,629,846,13-04-2026 18:32,GILTON,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,EggBoilers,Unknown,GILTON Egg Boiler Electric Automatic Off 7 Egg Poacher for Steaming Cooking Also Boiling and Frying Multi Color
B013B2WGT6,"HealthSense Chef-Mate KS 33 Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking with Free Bowl, 1 Year Warranty & Batteries Included",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,1099,1899,42,4.3,15276,800,13-04-2026 18:32,HealthSense,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,DigitalKitchenScales,Unknown,HealthSense ChefMate KS 33 Digital Kitchen Weighing Scale  Food Weight Machine for Health Fitness Home Baking  Cooking with Free Bowl 1 Year Warranty  Batteries Included
B09GYBZPHF,"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Steel Blades, 3 Speed Options with Whip (1 Year Warranty, Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,1149,2499,54,3.8,4383,1350,13-04-2026 18:32,Lifelong,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Lifelong LLMG93 500 Watt Duos Mixer Grinder 2 Stainless Steel Jar Liquidizing and Chutney Jar ABS Body Stainless Steel Blades 3 Speed Options with Whip 1 Year Warranty Black
B00SH18114,"Ikea 903.391.72 Polypropylene Plastic Solid Bevara Sealing Clip (Multicolour) - 30 Pack, Adjustable",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,160,299,46,4.6,2781,139,13-04-2026 18:32,IKEA,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,VacuumSealers,Unknown,Ikea 90339172 Polypropylene Plastic Solid Bevara Sealing Clip Multicolour  30 Pack Adjustable
B0756K5DYZ,Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar + 1 Juicer Jar (White and Blue),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249,6295,48,3.9,43070,3046,13-04-2026 18:32,Prestige,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Prestige Iris 750 Watt Mixer Grinder with 3 Stainless Steel Jar  1 Juicer Jar White and Blue
B091KNVNS9,Themisto 350 Watts Egg Boiler-Blue,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,368,699,47,4.1,1240,331,13-04-2026 18:32,Themisto,Other,Not Available,Blue,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,EggBoilers,Unknown,Themisto 350 Watts Egg BoilerBlue
B07QHHCB27,KENT 16044 Hand Blender Stainless Steel 400 W | Variable Speed Control | Easy to Clean and Store | Low Noise Operation,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1499,2100,29,4.1,6355,601,13-04-2026 18:32,KENT,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,HandBlenders,Unknown,KENT 16044 Hand Blender Stainless Steel 400 W  Variable Speed Control  Easy to Clean and Store  Low Noise Operation
B0BMFD94VD,"White Feather Portable Heat Sealer Mini Sealing Machine for Food Storage Vacuum Bag, Chip, Plastic, Snack Bags, Package Home Closer Storage Tool (Multicolor) Random Colour",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,199,499,60,3.3,12,300,13-04-2026 18:32,White,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,VacuumSealers,Unknown,White Feather Portable Heat Sealer Mini Sealing Machine for Food Storage Vacuum Bag Chip Plastic Snack Bags Package Home Closer Storage Tool Multicolor Random Colour
B097XJQZ8H,"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,2464,6000,59,4.1,8866,3536,13-04-2026 18:32,Cookwell,Other,Not Available,Silver,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Cookwell Bullet Mixer Grinder 5 Jars 3 Blades Silver
B00935MD1C,"Prestige PRWO 1.8-2 700-Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans - 1.8 Liters, White",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Rice&PastaCookers,2719,3945,31,3.7,13406,1226,13-04-2026 18:32,Prestige,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,Rice&PastaCookers,Unknown,Prestige PRWO 182 700Watts Delight Electric Rice Cooker with 2 Aluminium Cooking Pans  18 Liters White
B06XMZV7RH,ATOM Selves-MH 200 GM Digital Pocket Scale,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,308,499,38,3.9,4584,191,13-04-2026 18:32,ATOM,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,DigitalKitchenScales,Unknown,ATOM SelvesMH 200 GM Digital Pocket Scale
B09NBZ36F7,Usha CookJoy (CJ1600WPC) 1600 Watt Induction cooktop (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2089,4000,48,4.2,11199,1911,13-04-2026 18:32,USHA,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,InductionCooktop,Unknown,Usha CookJoy CJ1600WPC 1600 Watt Induction cooktop Black
B00YQLG7GK,"PHILIPS HL1655/00 Hand Blender, White Jar 250W",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,1695,1695,0,4.2,14290,0,13-04-2026 18:32,Philips,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,HandBlenders,Unknown,PHILIPS HL165500 Hand Blender White Jar 250W
B0B4PPD89B,"Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home, Kitchen, Camping Snack Seal Sealing Bag Clips (Multi-Color) | (Pack of 18)|",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|VacuumSealers,79,79,0,4,97,0,13-04-2026 18:32,Kitchenwell,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,VacuumSealers,Unknown,Kitchenwell 18Pc Plastic Food Snack Bag Pouch Clip Sealer for Keeping Food Fresh for Home Kitchen Camping Snack Seal Sealing Bag Clips MultiColor  Pack of 18
B00NM6MO26,Prestige PIC 16.0+ 1900W Induction Cooktop with Soft Touch Push Buttons (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,2698,3945,32,4,15034,1247,13-04-2026 18:32,Prestige,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,InductionCooktop,Unknown,Prestige PIC 160 1900W Induction Cooktop with Soft Touch Push Buttons Black
B09F6KL23R,"SKYTONE Stainless Steel Electric Meat Grinders with Bowl 700W Heavy for Kitchen Food Chopper, Meat, Vegetables, Onion , Garlic Slicer Dicer, Fruit & Nuts Blender (2L, 700 Watts)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MiniFoodProcessors&Choppers,1414,2799,49,4,1498,1385,13-04-2026 18:32,SKYTONE,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MiniFoodProcessors&Choppers,Unknown,SKYTONE Stainless Steel Electric Meat Grinders with Bowl 700W Heavy for Kitchen Food Chopper Meat Vegetables Onion  Garlic Slicer Dicer Fruit  Nuts Blender 2L 700 Watts
B09H3BXWTK,"Venus Digital Kitchen Weighing Scale & Food Weight Machine for Health, Fitness, Home Baking & Cooking Scale, 2 Year Warranty & Battery Included (Weighing Scale Without Bowl) Capacity 10 Kg, 1 Gm",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|DigitalKitchenScales,599,2799,79,3.9,578,2200,13-04-2026 18:32,Venus,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,DigitalKitchenScales,Unknown,Venus Digital Kitchen Weighing Scale  Food Weight Machine for Health Fitness Home Baking  Cooking Scale 2 Year Warranty  Battery Included Weighing Scale Without Bowl Capacity 10 Kg 1 Gm
B0073QGKAS,Bajaj ATX 4 750-Watt Pop-up Toaster (White),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Pop-upToasters,1499,1499,0,4.3,9331,0,13-04-2026 18:32,Bajaj,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,Pop-upToasters,Unknown,Bajaj ATX 4 750Watt Popup Toaster White
B08G8H8DPL,"Bajaj Rex 750W Mixer Grinder with Nutri Pro Feature, 4 Jars, White",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249,6375,49,4,4978,3126,13-04-2026 18:32,Bajaj,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Bajaj Rex 750W Mixer Grinder with Nutri Pro Feature 4 Jars White
B07RX42D3D,Tosaa T2STSR Sandwich Gas Toaster Regular (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|SandwichMakers,260,350,26,3.9,13127,90,13-04-2026 18:32,Tosaa,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,SandwichMakers,Unknown,Tosaa T2STSR Sandwich Gas Toaster Regular Black
B07FL3WRX5,"Wonderchef Nutri-blend Complete Kitchen Machine | 22000 RPM Mixer Grinder, Blender, Chopper, Juicer | 400W Powerful motor | SS Blades | 4 Unbreakable Jars | 2 Years Warranty | Online Recipe Book By Chef Sanjeev Kapoor | Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,3299,6500,49,3.7,11217,3201,13-04-2026 18:32,Wonderchef,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,JuicerMixerGrinders,Unknown,Wonderchef Nutriblend Complete Kitchen Machine  22000 RPM Mixer Grinder Blender Chopper Juicer  400W Powerful motor  SS Blades  4 Unbreakable Jars  2 Years Warranty  Online Recipe Book By Chef Sanjeev Kapoor  Black
B0BPCJM7TB,"WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blender, Coffee Beater with Stand",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,259,999,74,4,43,740,13-04-2026 18:32,WIDEWINGS,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,HandBlenders,Unknown,WIDEWINGS Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk Milk Frother for Coffee Egg Beater Hand Blender Coffee Beater with Stand
B08H673XKN,"Morphy Richards Icon Superb 750W Mixer Grinder, 4 Jars, Silver and Black",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|MixerGrinders,3249,7795,58,4.2,4664,4546,13-04-2026 18:32,Morphy,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,MixerGrinders,Unknown,Morphy Richards Icon Superb 750W Mixer Grinder 4 Jars Silver and Black
B08JV91JTK,JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control (White) with Free Spatula and Oil Brush,Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandMixers,474,1299,64,4.1,550,825,13-04-2026 18:32,JM,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,HandMixers,Unknown,JM SELLER 180 W 2021 Edition Electric Beater High Speed Hand Mixer Egg Beater for Cake Making and Whipping Cream with 7 Speed Control White with Free Spatula and Oil Brush
B07N2MGB3G,"AGARO Marvel 9 Liters Oven Toaster Griller, Cake Baking OTG (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|OvenToasterGrills,1699,1999,15,4.1,8873,300,13-04-2026 18:32,Agaro,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,OvenToasterGrills,Unknown,AGARO Marvel 9 Liters Oven Toaster Griller Cake Baking OTG Black
B0BNQMF152,"ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer,6 Blades Rechargeable Bottle with (MULTII) (MULTI COLOUR 6 BLED JUICER MIXER)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|JuicerMixerGrinders,499,2199,77,3.7,53,1700,13-04-2026 18:32,ROYAL,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,JuicerMixerGrinders,Unknown,ROYAL STEP Portable Electric USB Juice Maker Juicer Bottle Blender Grinder Mixer6 Blades Rechargeable Bottle with MULTII MULTI COLOUR 6 BLED JUICER MIXER
B099Z83VRC,"Wipro Vesta Electric Egg Boiler, 360 Watts, 3 Boiling Modes, Stainless Steel Body and Heating Plate, Boils up to 7 Eggs at a time, Automatic Shut Down, White, Standard (VB021070)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1052,1790,41,4.3,1404,738,13-04-2026 18:32,Wipro,Other,Not Available,White,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,EggBoilers,Unknown,Wipro Vesta Electric Egg Boiler 360 Watts 3 Boiling Modes Stainless Steel Body and Heating Plate Boils up to 7 Eggs at a time Automatic Shut Down White Standard VB021070
B00S9BSJC8,Philips Viva Collection HR1832/00 1.5-Litre400-Watt Juicer (Ink Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|Juicers,6499,8995,28,4.3,2810,2496,13-04-2026 18:32,Philips,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,Juicers,Unknown,Philips Viva Collection HR183200 15Litre400Watt Juicer Ink Black
B0BM4KTNL1,"FIGMENT Handheld Milk Frother Rechargeable, 3-Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool, Coffee Frother Mixer, CRESCENT ENTERPRISES VRW0.50BK (A1)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,699,1599,56,4.7,1729,900,13-04-2026 18:32,FIGMENT,Other,Not Available,Not Specified,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,HandBlenders,Unknown,FIGMENT Handheld Milk Frother Rechargeable 3Speed Electric Frother for Coffee with 2 Whisks and Coffee Decoration Tool Coffee Frother Mixer CRESCENT ENTERPRISES VRW050BK A1
B08S6RKT4L,"Balzano High Speed Nutri Blender/Mixer/Smoothie Maker - 500 Watt - Silver, 2 Jar",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances,2599,4290,39,4.4,2116,1691,13-04-2026 18:32,Balzano,Other,Not Available,Silver,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,Unknown,Unknown,Balzano High Speed Nutri BlenderMixerSmoothie Maker  500 Watt  Silver 2 Jar
B0BLC2BYPX,"Zuvexa USB Rechargeable Electric Foam Maker - Handheld Milk Wand Mixer Frother for Hot Milk, Hand Blender Coffee, Egg Beater (Black)",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|HandBlenders,499,1299,62,4.7,54,800,13-04-2026 18:32,Zuvexa,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,HandBlenders,Unknown,Zuvexa USB Rechargeable Electric Foam Maker  Handheld Milk Wand Mixer Frother for Hot Milk Hand Blender Coffee Egg Beater Black
B08S7V8YTN,"Lifelong 2-in1 Egg Boiler and Poacher 500-Watt (Transparent and Silver Grey), Boil 8 eggs, Poach 4 eggs, Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off",Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|EggBoilers,1199,3500,66,4.3,1802,2301,13-04-2026 18:32,Lifelong,Other,Not Available,Grey,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,EggBoilers,Unknown,Lifelong 2in1 Egg Boiler and Poacher 500Watt Transparent and Silver Grey Boil 8 eggs Poach 4 eggs Easy to clean 3 Boiling Modes Stainless Steel Body and Heating Plate Automatic TurnOff
B07YCBSCYB,AmazonBasics Induction Cooktop 1600 Watt (Black),Home&Kitchen|Kitchen&HomeAppliances|SmallKitchenAppliances|InductionCooktop,1999,3300,39,4.2,780,1301,13-04-2026 18:32,AmazonBasics,Other,Not Available,Black,None,Home&Kitchen,Kitchen&HomeAppliances,SmallKitchenAppliances,InductionCooktop,Unknown,AmazonBasics Induction Cooktop 1600 Watt Black
